"date","uid","gender","age","incentive","amount"
2014-12-01,e1a81abdc8518ee6af537035,NULL,34,Be Active,25
2014-02-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-03-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-07-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-08-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-09-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-10-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-11-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-12-01,25c3fc00fa377edf560683b2,NULL,36,Be Active,25
2014-02-01,724d4e1a75e6ca225b387c72,NULL,27,Be Active,25
2014-02-01,56c8ecd7c40c387eabfbc214,F,35,Be Active,25
2014-03-01,56c8ecd7c40c387eabfbc214,F,35,Be Active,25
2014-02-01,92e83b2184b2d89d934a0aff,NULL,30,Be Active,25
2014-08-01,02388d3ff6e9417089c66f44,F,38,Be Active,25
2014-02-01,026ce73fba2a3ea908170eee,NULL,30,Be Active,25
2014-02-01,401dc216579c69ce21154be2,NULL,39,Be Active,25
2014-03-01,401dc216579c69ce21154be2,NULL,39,Be Active,25
2014-04-01,401dc216579c69ce21154be2,NULL,39,Be Active,25
2014-02-01,909e6f334e3311b485e4191d,F,41,Be Active,25
2014-03-01,909e6f334e3311b485e4191d,F,41,Be Active,25
2014-05-01,909e6f334e3311b485e4191d,F,41,Be Active,25
2014-11-01,909e6f334e3311b485e4191d,F,41,Be Active,25
2014-02-01,716ed3d87060bf00f7b1b6ca,NULL,36,Be Active,25
2014-03-01,716ed3d87060bf00f7b1b6ca,NULL,36,Be Active,25
2014-04-01,716ed3d87060bf00f7b1b6ca,NULL,36,Be Active,25
2014-05-01,716ed3d87060bf00f7b1b6ca,NULL,36,Be Active,25
2014-06-01,716ed3d87060bf00f7b1b6ca,NULL,36,Be Active,25
2014-02-01,4b5ccd19808ac21025cea038,NULL,31,Be Active,25
2014-03-01,4b5ccd19808ac21025cea038,NULL,31,Be Active,50
2014-04-01,4b5ccd19808ac21025cea038,NULL,31,Be Active,25
2014-05-01,4b5ccd19808ac21025cea038,NULL,31,Be Active,25
2014-06-01,4b5ccd19808ac21025cea038,NULL,31,Be Active,25
2014-02-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-03-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-04-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-05-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-06-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-07-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-08-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-09-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-10-01,020a051feedea721c291480c,NULL,33,Be Active,25
2014-11-01,020a051feedea721c291480c,NULL,33,Be Active,50
2014-02-01,350315720e589699b5a05ccf,NULL,41,Be Active,25
2014-04-01,350315720e589699b5a05ccf,NULL,41,Be Active,25
2014-05-01,350315720e589699b5a05ccf,NULL,41,Be Active,25
2014-07-01,350315720e589699b5a05ccf,NULL,41,Be Active,25
2014-08-01,350315720e589699b5a05ccf,NULL,41,Be Active,25
2014-06-01,00b5735857890527c7a2a02e,NULL,40,Be Active,25
2014-08-01,00b5735857890527c7a2a02e,NULL,40,Be Active,25
2014-09-01,00b5735857890527c7a2a02e,NULL,40,Be Active,25
2014-11-01,00b5735857890527c7a2a02e,NULL,40,Be Active,25
2014-12-01,00b5735857890527c7a2a02e,NULL,40,Be Active,25
2014-02-01,73db58ad098a766690a93f21,NULL,62,Be Active,25
2014-02-01,31e8154dd474d4aeb1fccf0b,NULL,32,Be Active,25
2014-02-01,933cfae94d570306d685d09d,NULL,36,Be Active,50
2014-04-01,933cfae94d570306d685d09d,NULL,36,Be Active,25
2014-06-01,933cfae94d570306d685d09d,NULL,36,Be Active,25
2014-02-01,dcf4fb419497711c34b5676f,NULL,29,Be Active,25
2014-03-01,35938fa0c174b3a36bcd6eff,NULL,46,Be Active,50
2014-04-01,35938fa0c174b3a36bcd6eff,NULL,46,Be Active,25
2014-05-01,35938fa0c174b3a36bcd6eff,NULL,46,Be Active,25
2014-09-01,35938fa0c174b3a36bcd6eff,NULL,46,Be Active,25
2014-03-01,3fd1d62749865f0331cf6ff0,NULL,27,Be Active,25
2014-04-01,3fd1d62749865f0331cf6ff0,NULL,27,Be Active,25
2014-05-01,3fd1d62749865f0331cf6ff0,NULL,27,Be Active,25
2014-06-01,3fd1d62749865f0331cf6ff0,NULL,27,Be Active,25
2014-02-01,b7943bfa29ca9eefa1cbb2c9,F,31,Be Active,25
2014-03-01,68f0f4bf2eddbfa7736a41c3,NULL,24,Be Active,25
2014-02-01,956d3e65d6a37f40465aac19,NULL,36,Be Active,25
2014-03-01,956d3e65d6a37f40465aac19,NULL,36,Be Active,25
2014-04-01,956d3e65d6a37f40465aac19,NULL,36,Be Active,25
2014-07-01,956d3e65d6a37f40465aac19,NULL,36,Be Active,25
2014-08-01,956d3e65d6a37f40465aac19,NULL,36,Be Active,25
2014-02-01,6098f287e3aef97a6654f996,F,33,Be Active,50
2014-03-01,6098f287e3aef97a6654f996,F,33,Be Active,50
2014-04-01,6098f287e3aef97a6654f996,F,33,Be Active,50
2014-05-01,6098f287e3aef97a6654f996,F,33,Be Active,25
2014-06-01,6098f287e3aef97a6654f996,F,33,Be Active,25
2014-02-01,6e36c370341ed5485ee6b022,NULL,35,Be Active,25
2014-02-01,0df20f65629821c833eed92d,F,41,Be Active,25
2014-03-01,0df20f65629821c833eed92d,F,41,Be Active,25
2014-04-01,0df20f65629821c833eed92d,F,41,Be Active,25
2014-02-01,48a2e1060d9622a1c564fb8a,NULL,26,Be Active,50
2014-02-01,0e6de985aebef18479e1a9c1,NULL,39,Be Active,50
2014-03-01,0e6de985aebef18479e1a9c1,NULL,39,Be Active,25
2014-04-01,0e6de985aebef18479e1a9c1,NULL,39,Be Active,50
2014-02-01,a8d34bc02b47988a13d54759,NULL,27,Be Active,25
2014-05-01,f1b88d2124f553e8072a331a,F,35,Be Active,25
2014-08-01,f1b88d2124f553e8072a331a,F,35,Be Active,50
2014-09-01,f1b88d2124f553e8072a331a,F,35,Be Active,25
2014-02-01,761466235853685f2e73fb37,F,27,Be Active,25
2014-03-01,761466235853685f2e73fb37,F,27,Be Active,25
2014-02-01,27aaec0bc127430b48fe5ddd,NULL,37,Be Active,25
2014-04-01,27aaec0bc127430b48fe5ddd,NULL,37,Be Active,50
2014-02-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,25
2014-03-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,25
2014-04-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,50
2014-05-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,25
2014-06-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,50
2014-08-01,e12b1536f0df2a01c8c9d589,F,29,Be Active,25
2014-03-01,5c0f79d343d719bd4c1eca36,NULL,30,Be Active,25
2014-02-01,b6d23397c2cd82a2a93ae679,NULL,24,Be Active,25
2014-05-01,b6d23397c2cd82a2a93ae679,NULL,24,Be Active,25
2014-06-01,b6d23397c2cd82a2a93ae679,NULL,24,Be Active,25
2014-07-01,b6d23397c2cd82a2a93ae679,NULL,24,Be Active,25
2014-08-01,b6d23397c2cd82a2a93ae679,NULL,24,Be Active,25
2014-03-01,0edd172c3b90e5afe682e022,NULL,30,Be Active,25
2014-01-01,6f58c3b8ce574fc3bd918e37,M,29,Be Active,25
2014-02-01,6f58c3b8ce574fc3bd918e37,M,29,Be Active,25
2014-03-01,6f58c3b8ce574fc3bd918e37,M,29,Be Active,25
2014-02-01,9e82a3dec5654199932f3cc3,F,31,Be Active,25
2014-01-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,50
2014-02-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,75
2014-03-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,50
2014-04-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,50
2014-05-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,25
2014-06-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,50
2014-07-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,75
2014-08-01,ac360f97b2f1c9069e3d1482,F,52,Be Active,75
2014-02-01,0fe7472ccb6d3ed72fc64111,NULL,39,Be Active,25
2014-02-01,06ea0647d453a96774afc72d,NULL,40,Be Active,50
2014-03-01,06ea0647d453a96774afc72d,NULL,40,Be Active,50
2014-04-01,06ea0647d453a96774afc72d,NULL,40,Be Active,75
2014-06-01,06ea0647d453a96774afc72d,NULL,40,Be Active,25
2014-07-01,06ea0647d453a96774afc72d,NULL,40,Be Active,75
2014-08-01,06ea0647d453a96774afc72d,NULL,40,Be Active,25
2014-09-01,06ea0647d453a96774afc72d,NULL,40,Be Active,25
2014-10-01,06ea0647d453a96774afc72d,NULL,40,Be Active,25
2014-02-01,eb71496e6197997806384e56,F,28,Be Active,50
2014-03-01,eb71496e6197997806384e56,F,28,Be Active,75
2014-05-01,eb71496e6197997806384e56,F,28,Be Active,25
2014-02-01,6f4465058638bde6b4c84288,NULL,32,Be Active,25
2014-07-01,6f4465058638bde6b4c84288,NULL,32,Be Active,75
2014-08-01,6f4465058638bde6b4c84288,NULL,32,Be Active,75
2014-09-01,6f4465058638bde6b4c84288,NULL,32,Be Active,75
2014-10-01,6f4465058638bde6b4c84288,NULL,32,Be Active,75
2014-11-01,6f4465058638bde6b4c84288,NULL,32,Be Active,75
2014-12-01,6f4465058638bde6b4c84288,NULL,32,Be Active,50
2014-02-01,ab40d42209d5d284cbc4e4f8,NULL,39,Be Active,50
2014-03-01,ab40d42209d5d284cbc4e4f8,NULL,39,Be Active,75
2014-04-01,ab40d42209d5d284cbc4e4f8,NULL,39,Be Active,50
2014-05-01,ab40d42209d5d284cbc4e4f8,NULL,39,Be Active,25
2014-02-01,bde40a8e55402741db44a29b,NULL,29,Be Active,25
2014-02-01,dddbd788c2cf73c825e224ed,F,38,Be Active,25
2014-02-01,83c923fcc1d9992d67c0884e,M,38,Be Active,25
2014-03-01,83c923fcc1d9992d67c0884e,M,38,Be Active,50
2014-05-01,83c923fcc1d9992d67c0884e,M,38,Be Active,25
2014-09-01,83c923fcc1d9992d67c0884e,M,38,Be Active,25
2014-10-01,83c923fcc1d9992d67c0884e,M,38,Be Active,25
2014-02-01,db488fc444c657d8e9785480,NULL,30,Be Active,25
2014-02-01,cedab3e3d65724d7c5040e41,F,32,Be Active,50
2014-03-01,cedab3e3d65724d7c5040e41,F,32,Be Active,50
2014-04-01,cedab3e3d65724d7c5040e41,F,32,Be Active,75
2014-05-01,cedab3e3d65724d7c5040e41,F,32,Be Active,25
2014-05-01,3b50aa9ae11b87c4560277f1,NULL,31,Be Active,25
2014-03-01,519c4435b1a745d67e519e27,NULL,32,Be Active,25
2014-02-01,075831d53f98189a71c6b654,F,29,Be Active,25
2014-03-01,7f8546c63179b9cd01609e27,M,36,Be Active,25
2014-07-01,7f8546c63179b9cd01609e27,M,36,Be Active,75
2014-08-01,7f8546c63179b9cd01609e27,M,36,Be Active,50
2014-02-01,36137cf34a8c759921e89947,NULL,49,Be Active,75
2014-03-01,36137cf34a8c759921e89947,NULL,49,Be Active,25
2014-04-01,36137cf34a8c759921e89947,NULL,49,Be Active,75
2014-05-01,36137cf34a8c759921e89947,NULL,49,Be Active,25
2014-03-01,ece51fd9b5db3c877bc568ce,F,38,Be Active,25
2014-01-01,e80ed56905873da2aee50dfd,NULL,37,Be Active,25
2014-03-01,e80ed56905873da2aee50dfd,NULL,37,Be Active,25
2014-08-01,a42b3e5b788a101242803a70,NULL,31,Be Active,25
2014-02-01,9fc9ce5a7cd6bb59719446b2,M,34,Be Active,50
2014-03-01,9fc9ce5a7cd6bb59719446b2,M,34,Be Active,50
2014-02-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,25
2014-03-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,25
2014-04-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,25
2014-05-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,25
2014-06-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,50
2014-07-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,75
2014-08-01,e3a09ec28f8730f792c84fde,NULL,37,Be Active,25
2014-02-01,df0e2d0301ad6f8f89f1268d,NULL,29,Be Active,25
2014-03-01,a2f6bf06c2786b1e17f512ec,F,36,Be Active,25
2014-02-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-03-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-04-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-05-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-07-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-08-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-09-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-10-01,9fab71a5693ed23e25ccd6e8,NULL,30,Be Active,25
2014-02-01,3cfece844a3b23b67bfab5ad,NULL,41,Be Active,25
2014-04-01,3cfece844a3b23b67bfab5ad,NULL,41,Be Active,25
2014-02-01,08fee8c0b6fe93826f4a1393,NULL,33,Be Active,25
2014-03-01,08fee8c0b6fe93826f4a1393,NULL,33,Be Active,25
2014-04-01,08fee8c0b6fe93826f4a1393,NULL,33,Be Active,25
2014-05-01,08fee8c0b6fe93826f4a1393,NULL,33,Be Active,25
2014-02-01,982c712026aa27208dd657e9,NULL,44,Be Active,25
2014-03-01,982c712026aa27208dd657e9,NULL,44,Be Active,25
2014-07-01,982c712026aa27208dd657e9,NULL,44,Be Active,50
2014-08-01,982c712026aa27208dd657e9,NULL,44,Be Active,25
2014-09-01,982c712026aa27208dd657e9,NULL,44,Be Active,25
2014-10-01,982c712026aa27208dd657e9,NULL,44,Be Active,25
2014-02-01,b26ac25b68b662be68ae9574,F,40,Be Active,25
2014-03-01,b26ac25b68b662be68ae9574,F,40,Be Active,25
2014-06-01,b26ac25b68b662be68ae9574,F,40,Be Active,25
2014-07-01,b26ac25b68b662be68ae9574,F,40,Be Active,25
2014-08-01,b26ac25b68b662be68ae9574,F,40,Be Active,25
2014-02-01,fa9976309c4fb6d639713ff0,M,34,Be Active,25
2014-02-01,4f9a6a740764220f8b8c8697,F,37,Be Active,50
2014-03-01,4f9a6a740764220f8b8c8697,F,37,Be Active,50
2014-04-01,4f9a6a740764220f8b8c8697,F,37,Be Active,50
2014-05-01,4f9a6a740764220f8b8c8697,F,37,Be Active,50
2014-02-01,435b37fc745802324340077d,F,37,Be Active,25
2014-03-01,435b37fc745802324340077d,F,37,Be Active,25
2014-04-01,435b37fc745802324340077d,F,37,Be Active,25
2014-05-01,435b37fc745802324340077d,F,37,Be Active,50
2014-06-01,435b37fc745802324340077d,F,37,Be Active,25
2014-07-01,435b37fc745802324340077d,F,37,Be Active,50
2014-08-01,435b37fc745802324340077d,F,37,Be Active,50
2014-09-01,435b37fc745802324340077d,F,37,Be Active,50
2014-10-01,435b37fc745802324340077d,F,37,Be Active,50
2014-11-01,435b37fc745802324340077d,F,37,Be Active,50
2014-12-01,435b37fc745802324340077d,F,37,Be Active,25
2014-02-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-04-01,363d4b90016bd781db3e17da,F,40,Be Active,50
2014-05-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-06-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-07-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-08-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-09-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-10-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-11-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-12-01,363d4b90016bd781db3e17da,F,40,Be Active,25
2014-06-01,753b2efe5b41671282c5d907,NULL,37,Be Active,25
2014-02-01,61d8779d8c109d9c9459243c,M,41,Be Active,25
2014-03-01,61d8779d8c109d9c9459243c,M,41,Be Active,25
2014-04-01,61d8779d8c109d9c9459243c,M,41,Be Active,25
2014-05-01,61d8779d8c109d9c9459243c,M,41,Be Active,25
2014-06-01,61d8779d8c109d9c9459243c,M,41,Be Active,50
2014-07-01,61d8779d8c109d9c9459243c,M,41,Be Active,25
2014-02-01,c38d652568c7b6567cb8ad8e,NULL,33,Be Active,25
2014-06-01,3ec5e626077c03ae79b7b4cf,NULL,35,Be Active,25
2014-02-01,9549ac066c12ac30ff16a408,NULL,29,Be Active,25
2014-02-01,59de8cb2af30b0a58c598959,M,51,Be Active,25
2014-03-01,59de8cb2af30b0a58c598959,M,51,Be Active,25
2014-04-01,59de8cb2af30b0a58c598959,M,51,Be Active,25
2014-02-01,1b10493c7397de188658278a,NULL,26,Be Active,25
2014-03-01,1b10493c7397de188658278a,NULL,26,Be Active,25
2014-04-01,1b10493c7397de188658278a,NULL,26,Be Active,25
2014-05-01,1b10493c7397de188658278a,NULL,26,Be Active,25
2014-06-01,1b10493c7397de188658278a,NULL,26,Be Active,25
2014-02-01,2e10db612a3d39ad52f15fd8,NULL,28,Be Active,25
2014-02-01,8fde9e03d32658d953a53823,NULL,30,Be Active,25
2014-11-01,419f519591521cbd938454ab,NULL,31,Be Active,25
2014-05-01,6cde811beb3ca9ebe7058ebe,NULL,33,Be Active,25
2014-06-01,6cde811beb3ca9ebe7058ebe,NULL,33,Be Active,50
2014-07-01,6cde811beb3ca9ebe7058ebe,NULL,33,Be Active,25
2014-10-01,6cde811beb3ca9ebe7058ebe,NULL,33,Be Active,25
2014-11-01,6cde811beb3ca9ebe7058ebe,NULL,33,Be Active,25
2014-02-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-03-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-04-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-05-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-06-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-07-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-08-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-09-01,58ed23ef84fa13481224791b,F,36,Be Active,25
2014-10-01,58ed23ef84fa13481224791b,F,36,Be Active,50
2014-02-01,88f991043f0d28918384d269,NULL,36,Be Active,25
2014-05-01,88f991043f0d28918384d269,NULL,36,Be Active,25
2014-07-01,88f991043f0d28918384d269,NULL,36,Be Active,25
2014-08-01,88f991043f0d28918384d269,NULL,36,Be Active,25
2014-10-01,3b8d561b0603fbefa4898609,NULL,35,Be Active,25
2014-10-01,2d81867eb0199b41d1d30750,NULL,33,Be Active,25
2014-02-01,df925a5d0a4f9a6ac00f4da7,NULL,37,Be Active,25
2014-02-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,50
2014-03-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-04-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-05-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-06-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-07-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-10-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,50
2014-11-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-12-01,31dc0a4d150bbfcd4b24ab83,F,45,Be Active,25
2014-02-01,86b44111da05cbe9652bf1c1,F,29,Be Active,50
2014-03-01,86b44111da05cbe9652bf1c1,F,29,Be Active,25
2014-05-01,86b44111da05cbe9652bf1c1,F,29,Be Active,25
2014-06-01,86b44111da05cbe9652bf1c1,F,29,Be Active,25
2014-02-01,54bce7997169d8fd6d151134,NULL,39,Be Active,25
2014-07-01,54bce7997169d8fd6d151134,NULL,39,Be Active,25
2014-02-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-03-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-04-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-05-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-06-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-07-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,50
2014-08-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,75
2014-09-01,c0dc29c4b9136d366b50a43f,NULL,41,Be Active,25
2014-02-01,c827044d4e265879a3def0d4,M,31,Be Active,25
2014-07-01,c827044d4e265879a3def0d4,M,31,Be Active,25
2014-02-01,aff0b4b541756cff9d5ed1fc,NULL,27,Be Active,25
2014-03-01,67a83eefcf804be67fddfa32,NULL,55,Be Active,25
2014-02-01,3f53d27f9bfbec1aec299532,NULL,32,Be Active,25
2014-02-01,819e32fee9f58fac7cc8688c,NULL,38,Be Active,25
2014-04-01,4dd03892e7786f708222f4f4,F,42,Be Active,25
2014-02-01,966e1d978876f0134f4994b8,NULL,37,Be Active,25
2014-02-01,92eb431b1234c4be66b3b7ed,NULL,35,Be Active,25
2014-02-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-03-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-04-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-05-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,50
2014-06-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,50
2014-07-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-08-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-09-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-10-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-11-01,3c6ffc8d29756a6465d29db6,F,38,Be Active,25
2014-02-01,e0043261a9c5abe45ffd7293,NULL,36,Be Active,25
2014-05-01,e0043261a9c5abe45ffd7293,NULL,36,Be Active,25
2014-02-01,6058aeedfff7dbd43f0728c5,NULL,35,Be Active,25
2014-02-01,374e569063c1dce2ac4fcff5,M,36,Be Active,25
2014-03-01,374e569063c1dce2ac4fcff5,M,36,Be Active,25
2014-05-01,374e569063c1dce2ac4fcff5,M,36,Be Active,25
2014-03-01,87e10731536809c2fcd695e7,NULL,37,Be Active,25
2014-02-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,25
2014-03-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,50
2014-05-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,25
2014-06-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,25
2014-10-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,50
2014-11-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,50
2014-12-01,9c41c184e3a9eb8c79f54618,M,33,Be Active,50
2014-02-01,fee3347eefe3b82d39b69a6a,NULL,29,Be Active,25
2014-03-01,fee3347eefe3b82d39b69a6a,NULL,29,Be Active,50
2014-04-01,fee3347eefe3b82d39b69a6a,NULL,29,Be Active,25
2014-06-01,fee3347eefe3b82d39b69a6a,NULL,29,Be Active,25
2014-03-01,dd0d45f85ab5219d8ef9be2e,NULL,35,Be Active,50
2014-04-01,dd0d45f85ab5219d8ef9be2e,NULL,35,Be Active,75
2014-05-01,dd0d45f85ab5219d8ef9be2e,NULL,35,Be Active,75
2014-02-01,b0f13149f42d5f4247a19806,M,38,Be Active,25
2014-02-01,05c5435d7f74b8dc9786f8c3,F,36,Be Active,25
2014-03-01,05c5435d7f74b8dc9786f8c3,F,36,Be Active,50
2014-04-01,05c5435d7f74b8dc9786f8c3,F,36,Be Active,50
2014-05-01,05c5435d7f74b8dc9786f8c3,F,36,Be Active,50
2014-06-01,05c5435d7f74b8dc9786f8c3,F,36,Be Active,50
2014-03-01,b8ac3414fabf420f8efa1247,M,39,Be Active,25
2014-03-01,e63dfdf91aff03b0fc832fa6,F,35,Be Active,25
2014-03-01,481e100a4d9a11a06a221513,NULL,52,Be Active,25
2014-02-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,50
2014-03-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,50
2014-07-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,50
2014-08-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,75
2014-09-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,75
2014-10-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,50
2014-11-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,50
2014-12-01,9923453b1f28f2a1f3728f4a,NULL,36,Be Active,25
2014-05-01,2f3811b35782a2a4ae9302d7,NULL,30,Be Active,25
2014-02-01,bbcf00b9cf97b045c4307f71,F,26,Be Active,25
2014-04-01,bbcf00b9cf97b045c4307f71,F,26,Be Active,25
2014-05-01,bbcf00b9cf97b045c4307f71,F,26,Be Active,25
2014-06-01,bbcf00b9cf97b045c4307f71,F,26,Be Active,25
2014-07-01,bbcf00b9cf97b045c4307f71,F,26,Be Active,25
2014-02-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-03-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-07-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-08-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-09-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-10-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-11-01,e6a4a0c2a452d1a17fa2387c,M,36,Be Active,25
2014-02-01,bf8189e2c46162bfbb7f4dc0,F,46,Be Active,25
2014-03-01,bf8189e2c46162bfbb7f4dc0,F,46,Be Active,25
2014-04-01,bf8189e2c46162bfbb7f4dc0,F,46,Be Active,25
2014-05-01,bf8189e2c46162bfbb7f4dc0,F,46,Be Active,25
2014-06-01,bf8189e2c46162bfbb7f4dc0,F,46,Be Active,50
2014-03-01,e6e0a9d1c00b1b27d4e33b3f,NULL,31,Be Active,25
2014-02-01,535d57ca54ee83f80f024103,NULL,31,Be Active,25
2014-03-01,535d57ca54ee83f80f024103,NULL,31,Be Active,25
2014-03-01,da17dcbfc675dd189d58fa18,F,49,Be Active,50
2014-04-01,da17dcbfc675dd189d58fa18,F,49,Be Active,50
2014-05-01,da17dcbfc675dd189d58fa18,F,49,Be Active,50
2014-06-01,da17dcbfc675dd189d58fa18,F,49,Be Active,75
2014-07-01,da17dcbfc675dd189d58fa18,F,49,Be Active,75
2014-08-01,da17dcbfc675dd189d58fa18,F,49,Be Active,75
2014-09-01,da17dcbfc675dd189d58fa18,F,49,Be Active,75
2014-01-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-04-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-05-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-06-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-09-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-10-01,d635e48675ad1c0381b2cd1d,F,39,Be Active,25
2014-02-01,0df905822f9eb662d1385505,NULL,32,Be Active,25
2014-02-01,49857ebf249367115ec1891b,NULL,35,Be Active,75
2014-03-01,49857ebf249367115ec1891b,NULL,35,Be Active,75
2014-04-01,49857ebf249367115ec1891b,NULL,35,Be Active,75
2014-05-01,49857ebf249367115ec1891b,NULL,35,Be Active,50
2014-02-01,cac74c149ab9c653665bf847,NULL,38,Be Active,25
